lexeme,gen
cryptogame,m
cryptogramme,m
cryptographie,f
cryptologie,f
cryptomère,m
csardas,f
cubaine,f
cubitainer,m
cubitière,f
cucaracha,f
cucurbitacée,f
cucurbite,f
cucuterie,f
cueillaison,f
cueillette,f
cueilleur,m
cueilleuse,f
cuesta,f
cueva,f
cui-cui,m
cuillerée,f
cuilleron,m
cuir,m
cuirasse,f
cuirassement,m
cuirassier,m
cuiseur,m
cuisine,f
cuisinette,f
cuisinier,m
cuisinière,f
cuissage,m
cuissard,m
cuissarde,f
cuisse-madame,f
cuisseau,m
cuissette,f
cuisson,f
cuistance,f
cuistre,m
cuite,f
cuivre,m
cul-bénit,m
cul-de-four,m
cul-de-lampe,m
cul-de-plomb,m
cul-de-porc,m
cul-de-poule,m
cul-de-sac,m
cul-terreux,m
cul,m
culasse,f
culbutage,m
culbute,f
culbuteur,m
culbuto,m
culée,f
culex,m
culminance,f
culmination,f
culot,m
culotte,f
culottier,m
culottière,f
culpabilisation,f
culpabilité,f
cultivateur,m
cultivatrice,f
culturalisme,m
culturisme,m
cumin,m
cumul,m
cumulard,m
cumulation,f
cumulo-nimbus,m
cumulus,m
cunnilinctus,m
cunnilingus,m
cupidité,f
cupidon,m
cupressus,m
cupronickel,m
cupule,f
curage,m
curaille,f
curaillon,m
curateur,m
curatif,m
curatrice,f
curcuma,m
cure-pipe,m
curé,m
curée,f
curetage,m
curette,f
curieuse,f
curieux,m
curiosité,f
curling,m
curriculum vitae,m
curriculum,m
curry,m
curseur,m
cursive,f
cursus,m
curvimètre,m
custode,f
custom,m
cuti-réaction,f
cuti,f
cuticule,f
cuve,f
cuvette,f
cuvier,m
cyan,m
cyanoacrylate,m
cyanobactérie,f
cyanogène,m
cyanose,f
cybercafé,m
cyberespace,m
cybermonde,m
cybernéticien,m
cybernétique,f
cyberspace,m
cycas,m
cyclamen,m
cycle,m
cyclisme,m
cyclo-cross,m
cyclo-pousse,m
cyclomoteur,m
cyclone,m
cyclope,m
cyclopousse,m
cyclorama,m
cyclosporine,f
cyclostome,m
cyclothymie,f
cyclotron,m
cygne,m
cylindrée,f
cymbale,f
cymbalum,m
cynégétique,f
cynips,m
cyno,m
cynocéphale,m
cynodrome,m
cyphoscoliose,f
cyphose,f
cyprinidé,m
cyrard,m
cystite,f
cystotomie,f
cytise,m
cytologie,f
cytomégalovirus,m
cytoplasme,m
cytosine,f
czar,m
czardas,f
d',m
dab,m
daba,f
dache,m
dacron,m
dactyle,m
dactylographie,f
dactyloptère,m
dactyloscopie,f
dada,m
dadais,m
dadaïsme,m
dague,f
daguerréotype,m
daguet,m
dahu,m
daïmio,m
daine,f
dakin,m
dal,m
dalaï-lama,m
dalle,f
dalmatien,m
dalmatienne,f
dalmatique,f
dalton,m
daltonien,m
daltonisme,m
dam,m
damage,m
damasquin,m
damasquinage,m
damasquinerie,f
damasquinure,f
dame-jeanne,f
dameret,m
dames,f
damier,m
damnation,f
damné,m
damnée,f
damoiseau,m
damoiselle,f
dan,m
danaïde,f
dandy,m
dandysme,m
dangerosité,f
dano,m
danoise,f
danse,f
danseur,m
danseuse,f
dao,m
daphné,m
darce,f
dariole,f
darne,f
daron,m
daronne,f
dartre,f
dasein,m
datage,m
datcha,f
dateur,m
datif,m
datura,m
daube,f
daubière,f
dauphin,m
dauphinat,m
dauphine,f
daurade,f
davier,m
daya,f
dc,m
de amicis,m
de profundis,m
de santis,m
dé,m
deal,m
déambulateur,m
déambulation,f
déambulatoire,m
débâcle,f
débagoulage,m
déballage,m
déballonnage,m
débandade,f
débarbot,m
débarbouillette,f
débarcadère,m
débardage,m
débardeur,m
débarquement,m
débarras,m
débat,m
debater,m
débattue,f
débauche,f
débauché,m
débaucheur,m
débectage,m
débectance,f
débilitation,f
débilité,f
débine,f
débineur,m
débineuse,f
débit,m
débitage,m
débitant,m
débite,f
débiteur,m
déblai,m
déblaiement,m
déblatération,f
déblayage,m
déblayeur,m
déblocage,m
débobinage,m
débogage,m
déboire,m
déboisement,m
déboîtement,m
débord,m
débordement,m
débotté,m
débouchage,m
débouché,m
déboucheur,m
débouchoir,m
déboulé,m
débourrage,m
débours,m
déboursement,m
déboutonnage,m
débraillé,m
débraillée,f
débranchement,m
débrayage,m
débridement,m
débriefing,m
débris,m
débrouillage,m
débrouillard,m
débrouillarde,f
débrouillardise,f
débrouille,f
débrouilleur,m
débroussaillage,m
débroussailleuse,f
débucher,m
début,m
débutant,m
débutante,f
déca,m
décachetage,m
décade,f
décadence,f
décadent,m
décadente,f
décadentisme,m
décadi,m
décaféiné,m
décaissement,m
décalage,m
décalcification,f
décalcomanie,f
décalitre,m
décalogue,m
décalque,m
décamètre,m
décan,m
décantation,f
décanteur,m
décapage,m
décapant,m
décapeur,m
décapitation,f
décapode,m
décapotable,f
décapotage,m
décapsuleur,m
décarpillage,m
décarrade,f
décathlon,m
décavé,m
decca,m
décélération,f
décembre,m
décence,f
décennie,f
décentralisation,f
décentrement,m
déception,f
décérébration,f
décervelage,m
décès,m
déchaîné,m
déchaînement,m
déchard,m
décharge,f
déchargement,m
déchargeur,m
décharnement,m
dèche,f
déchéance,f
déchet,m
déchetterie,f
déchiffrage,m
déchiffrement,m
déchiffreur,m
déchiquetage,m
déchiqueteur,m
déchiqueteuse,f
déchirage,m
déchirement,m
déchireur,m
déchirure,f
déci,m
décibel,m
décideur,m
décigramme,m
décile,m
décilitre,m
décimalisation,f
décimalité,f
décimateur,m
décimation,f
décime,m
décimètre,m
décision-clé,f
décision,f
deck,m
déclamation,f
déclamatrice,f
déclaration,f
déclassé,m
déclassement,m
déclenche,f
déclenchement,m
déclencheur,m
déclic,m
déclin,m
déclinaison,f
déclivité,f
décocheuse,f
décoction,f
décodage,m
décodeur,m
décodeuse,f
décoffrage,m
décoinçage,m
décollage,m
décollation,f
décollement,m
décolleté,m
décolonisation,f
décolorant,m
décoloration,f
décombre,m
décompensation,f
décomposeur,m
décomposition,f
décompression,f
décompte,m
déconcentration,f
déconditionnement,m
déconfiture,f
décongélation,f
décongestif,m
décongestion,f
déconnage,m
déconnection,f
déconneur,m
déconneuse,f
déconomètre,m
déconophone,m
déconsidération,f
déconstruction,f
décontamination,f
décontracté,m
décontraction,f
déconvenue,f
décor,m
décorateur,m
décoration,f
décoratrice,f
décorticage,m
décortication,f
décorum,m
découpage,m
découpe,f
découpeur,m
découpeuse,f
découplage,m
découpure,f
découragement,m
décours,m
découvert,m
découverte,f
découvreur,m
découvreuse,f
décrassage,m
décrêpage,m
décrépitude,f
decrescendo,m
décret-loi,m
décret,m
décri,m
décrochage,m
décrochement,m
décrochez-moi-ça,m
décroissance,f
décroît,m
décrottage,m
décrottoir,m
décrue,f
décryptage,m
décrypteur,m
déçu,m
déçue,f
déculotté,m
déculottée,f
dédaigneuse,f
dédain,m
dédale,m
dedans,m
dédicace,f
dédit,m
dédommagement,m
dédouanement,m
dédoublement,m
déducteur,m
déductibilité,f
déduction,f
déduit,m
déesse,f
défaillance,f
défaite,f
défaitisme,m
défaut,m
défaveur,f
défavorisé,m
défavorisée,f
défécation,f
défection,f
défectuosité,f
défendeur,m
défends,m
défenestration,f
défense,f
défenseur,m
défensive,f
déférence,f
déferlante,f
déferlement,m
défi,m
défiance,f
défibreur,m
défibrillateur,m
défibrillation,f
déficience,f
déficient,m
déficit,m
défiguration,f
défigurement,m
défilé,m
défilement,m
défini,m
définition,f
défiscalisation,f
déflagration,f
déflecteur,m
déflexion,f
défloraison,f
défloration,f
défoliant,m
défonce,f
défoncement,m
défonceuse,f
déforestation,f
déformation,f
défoulement,m
défouloir,m
défragmenteur,m
défraiement,m
défrichage,m
défrichement,m
défricheur,m
défrisage,m
défroque,f
défroqué,m
défunt,m
défunte,f
dégagé,m
dégagement,m
dégaine,f
dégât,m
dégauchisseuse,f
dégazage,m
dégel,m
dégelée,f
dégénération,f
dégénéré,m
dégénérée,f
dégénérescence,f
dégivrage,m
déglingue,f
déglutition,f
dégobillage,m
dégommage,m
dégonflage,m
dégonflard,m
dégonflé,m
dégonflée,f
dégonflement,m
dégorgement,m
dégoulinade,f
dégoulinement,m
dégoulinure,f
dégourdi,m
dégourdie,f
dégoût,m
dégoûtant,m
dégoûtante,f
dégoûtation,f
dégoûté,m
dégoûtée,f
dégradation,f
dégradé,m
dégrafeur,m
dégraissage,m
dégraissant,m
degré,m
dégrèvement,m
dégriffeur,m
dégringolade,f
dégrisement,m
dégrossissage,m
déguenillée,f
dégueulando,m
dégueulasserie,f
dégueulis,m
déguisé,m
déguisée,f
déguisement,m
dégustateur,m
dégustation,f
dégustatrice,f
déhanchement,m
déhiscence,f
déification,f
déisme,m
déité,f
déjà-vu,m
déjection,f
déjeuner,m
dékoulakisation,f
délabrement,m
délai,m
délaissé,m
délaissée,f
délaissement,m
délassement,m
délateur,m
délation,f
délayage,m
delco,m
délectation,f
délégation,f
délégué-général,m
délégué,m
déléguée,f
délestage,m
délibération,f
délibéré,m
délicat,m
délicatesse,f
délice,m
délié,m
délimitation,f
délinéament,m
délinquance,f
délinquant,m
déliquescence,f
délire,m
delirium tremens,m
delirium,m
délit,m
délivrance,f
délivre,m
délivreur,m
della francesca,m
della porta,m
della robbia,m
délocalisation,f
déloyauté,f
delphinidé,m
delphinium,m
delta-plane,m
deltoïde,m
déluge,m
démagogie,f
demain,m
demandeuse,f
démangeaison,f
démantèlement,m
démaquillage,m
démaquillant,m
démarcation,f
démarchage,m
démarche,f
démarcheur,m
démarcheuse,f
démarrage,m
démarreur,m
démasquage,m
dématérialisation,f
dème,m
démêlage,m
démêlant,m
démêlé,m
démêloir,m
démembrement,m
déménagement,m
déménageur,m
déménageuse,f
démence,f
dément,m
démente,f
démenti,m
démerdard,m
démerde,f
démérite,m
démesure,f
demeure,f
demeuré,m
demi-bas,m
demi-bonheur,m
demi-botte,f
demi-bouteille,f
demi-brigade,f
demi-cent,m
demi-centimètre,m
demi-centre,m
demi-cercle,m
demi-chagrin,m
demi-clair,m
demi-clarté,f
demi-cloison,f
demi-coma,m
demi-confidence,f
demi-conscience,f
demi-cylindre,m
demi-degré,m
demi-deuil,m
demi-dose,f
demi-douzaine,f
demi-échec,m
demi-figure,f
demi-fond,m
demi-fou,m
demi-gros,m
demi-heure,f
demi-jour,m
demi-juif,m
demi-kilomètre,m
demi-liberté,f
demi-litre,m
demi-livre,f
demi-longueur,f
demi-louis,m
demi-lueur,f
demi-lumière,f
demi-lune,f
demi-luxe,m
demi-mal,m
demi-mensonge,m
demi-mille,m
demi-milliard,m
demi-millimètre,m
demi-million,m
demi-minute,f
demi-mois,m
demi-mondaine,f
demi-monde,m
demi-morte,f
demi-mot,m
demi-muid,m
demi-nu,m
demi-nuit,f
demi-obscurité,f
demi-ouvrier,m
demi-page,f
demi-part,f
demi-pas,m
demi-pièce,f
demi-pied,m
demi-pinte,f
demi-place,f
demi-point,m
demi-pointe,f
demi-porte,f
demi-pouce,m
demi-quart,m
demi-queue,m
demi-réussite,f
demi-rêve,m
demi-révérence,f
demi-ronde,f
demi-saison,f
demi-seconde,f
demi-section,f
demi-sel,m
demi-siècle,m
demi-soeur,f
demi-solde,f
demi-sommeil,m
demi-somnolence,f
demi-sourire,m
demi-succès,m
demi-suicide,m
demi-talent,m
demi-tarif,m
demi-tasse,f
demi-teinte,f
demi-tête,f
demi-tonneau,m
demi-tour,m
demi-vérité,f
demi-verre,m
demi-vertu,f
demi-vie,f
demi-vierge,f
demi-volée,f
demi-volte,f
demi-volume,m
demi,m
demie,f
démilitarisation,f
déminage,m
démineur,m
démission,f
démiurge,m
démobilisation,f
démobilisé,m
démocratie,f
démocratisation,f
démodulateur,m
démographie,f
demoiselle,f
démolisseur,m
démolisseuse,f
démolition,f
démon,m
démonologie,f
démonomanie,f
démonstrateur,m
démonstratif,m
démonstration,f
démonstratrice,f
démontage,m
démonte-pneu,m
démoralisateur,m
démoralisation,f
démotivation,f
démultiplicateur,m
démultiplication,f
démuni,m
démunie,f
démystificateur,m
démystification,f
dénatalité,f
dénaturation,f
dénaturé,m
dénaturée,f
dénazification,f
dendrite,f
dénégation,f
déneigement,m
dénervation,f
dengue,f
déni,m
déniaisement,m
dénicheur,m
dénicheuse,f
denier,m
dénigrement,m
dénigreuse,f
denim,m
dénivelé,m
dénivellation,f
dénombrement,m
dénominateur,m
dénomination,f
dénommé,m
dénonciateur,m
dénonciation,f
dénonciatrice,f
dénouement,m
dénoyauteur,m
denrée,f
densimètre,m
densité,f
dent-de-lion,f
dent,f
dentaire,f
dentelle,f
dentelure,f
dentier,m
dentisterie,f
dénudation,f
dénuement,m
deo gratias,m
déodorant,m
déontologie,f
dépannage,m
dépanneur,m
dépanneuse,f
départ,m
département,m
départementale,f
dépassant,m
dépassement,m
dépaysement,m
dépeçage,m
dépècement,m
dépeceur,m
dépêche,f
dépenaillé,m
dépenaillée,f
dépenaillement,m
dépendance,f
dépendeur,m
dépens,m
dépense,f
dépensier,m
dépensière,f
déperdition,f
dépérissement,m
dépersonnalisation,f
déphasage,m
déphaseur,m
dépigmentation,f
dépiquage,m
dépistage,m
dépit,m
déplacé,m
déplacée,f
déplacement,m
déplaisir,m
déplantoir,m
dépliant,m
dépliement,m
déploiement,m
déploration,f
dépollution,f
dépopulation,f
déport,m
déportation,f
déporté,m
déportement,m
déposant,m
dépose,f
déposition,f
dépossession,f
dépôt-vente,m
dépôt,m
dépotoir,m
dépouillage,m
dépouille,f
dépouillement,m
dépoussiérage,m
dépravation,f
dépravé,m
dépréciation,f
déprédateur,m
déprédation,f
dépressif,m
dépression,f
dépressurisation,f
déprime,f
déprimé,m
déprimée,f
déprogrammation,f
dépucelage,m
dépuceleur,m
dépuratif,m
députation,f
député-maire,m
député,m
déraciné,m
déracinée,f
déracinement,m
déraillement,m
dérailleur,m
déraison,f
dérangé,m
dérangement,m
dérapage,m
dératé,m
dératée,f
dératisation,f
derche,m
déréglage,m
dérèglement,m
déréglementation,f
dérégulation,f
déréliction,f
déresponsabilisation,f
dérision,f
dérivatif,m
dérivation,f
dérive,f
dérivé,m
dérivée,f
dériveur,m
dermatite,f
dermatoglyphe,m
dermatologie,f
dermatose,f
derme,m
dermeste,m
dermite,f
dermographie,f
dernier-né,m
dernière-née,f
dernière,f
dérobade,f
dérogation,f
dérouillée,f
dérouillement,m
déroulement,m
dérouleur,m
dérouleuse,f
déroutage,m
déroute,f
déroutement,m
derrick,m
derrière,m
derviche,m
désabonnement,m
désabusé,m
désabusée,f
désabusement,m
désaccord,m
désacralisation,f
désactivation,f
désaffectation,f
désaffection,f
désagrégation,f
désagrément,m
désaliénation,f
désalinisation,f
désamiantage,m
désaminase,f
désamorçage,m
désamour,m
désappointé,m
désappointée,f
désappointement,m
désapprobation,f
désargenté,m
désarmement,m
désarrimage,m
désarroi,m
désarticulation,f
désastre,m
désavantage,m
désaveu,m
désaxé,m
désaxée,f
désaxement,m
descamisado,m
descendance,f
descendant,m
descendante,f
descendeur,m
descenseur,m
descente,f
descriptif,m
description,f
déségrégation,f
désemparé,m
désemparée,f
désenchaînement,m
désenchanté,m
désenchantement,m
désenclavement,m
désengagement,m
désensibilisation,f
désenvoûteur,m
déséquilibre,m
déséquilibré,m
déséquilibrée,f
désert,m
déserteur,m
désertion,f
désespérance,f
désespéré,m
désespérée,f
désespoir,m
déshabillage-éclair,m
déshabillage,m
déshabillé,m
désharmonie,f
désherbage,m
désherbant,m
déshérence,f
déshérité,m
déshonneur,m
déshumanisation,f
déshumidification,f
déshydratation,f
désignation,f
désillusion,f
désillusionnement,m
désincarcération,f
désincarnation,f
désincarné,m
désincarnée,f
désindividualisation,f
désinence,f
désinfectant,m
désinfection,f
désinformation,f
désinsectisation,f
désintégrateur,m
désintégration,f
désintéressement,m
désintérêt,m
désintoxication,f
désinvolture,f
désir,m
désirabilité,f
désiré,m
désistement,m
desk,m
désobéissance,f
désobéissante,f
désobligeance,f
désodorisant,m
désoeuvre,f
désoeuvré,m
désoeuvrée,f
désoeuvrement,m
désolation,f
désorbitation,f
désordonné,m
désordonnée,f
désordre,m
désorganisateur,m
désorganisation,f
désorientation,f
désossage,m
désossement,m
désosseur,m
désoxygénation,f
desperado,m
déspiritualisation,f
despotisme,m
desquamation,f
dessaisissement,m
dessèchement,m
dessein,m
desserrage,m
desserre,f
desserte,f
desservant,m
dessiccation,f
dessinateur,m
dessinatrice,f
dessiné,m
dessous-de-bras,m
dessous-de-table,m
dessous-de-verre,m
dessous,m
dessus-de-lit,m
dessus,m
déstabilisation,f
déstalinisation,f
destin,m
destination,f
destinatrice,f
destinée,f
destitution,f
déstockage,m
destrier,m
destroyer,m
destructrice,f
déstructuration,f
désuétude,f
désunion,f
désynchronisation,f
détachant,m
détaché,m
détachée,f
détachement,m
détacheur,m
détail,m
détaillant,m
détartrage,m
détartrant,m
détaxe,f
détecteur,m
détection,f
dételage,m
détendeur,m
détente,f
détenteur,m
détention,f
détentrice,f
détenu,m
détenue,f
détergent,m
détérioration,f
déterminant,m
détermination,f
déterminisme,m
déterrage,m
déterré,m
déterrée,f
déterreur,m
déterreuse,f
détestation,f
détonateur,m
détonation,f
détour,m
détourage,m
détournement,m
détourneur,m
détracteur,m
détraqué,m
détraquée,f
détraquement,m
détrempe,f
détresse,f
détriment,m
détritus,m
détroit,m
détrônement,m
détrousseur,m
dette,f
deuche,f
deus ex machina,m
deutérium,m
deutéronome,m
deux-chevaux,f
deux-deux,m
deux-mâts,m
deux-pièces,m
deux-points,m
deux-ponts,m
deux-quatre,m
deux-roues,m
dévalement,m
dévalorisation,f
dévaluation,f
devancier,m
devanture,f
dévastateur,m
dévastation,f
déveinard,m
déveine,f
développée,f
développement,m
développeur,m
dévergondage,m
dévergondé,m
dévergondée,f
déverrouillage,m
déversement,m
déversoir,m
déviance,f
déviant,m
déviante,f
déviation,f
déviationnisme,m
dévideur,m
dévidoir,m
devin,m
devineresse,f
devinette,f
devineur,m
dévirilisation,f
devis,m
devise,f
dévissage,m
dévissé,m
dévitalisation,f
dévoiement,m
dévoilement,m
dévolu,m
dévolution,f
devon,m
dévonien,m
dévoration,f
dévoreur,m
dévoreuse,f
dévot,m
dévote,f
dévotion,f
dévouement,m
dévoyé,m
dévoyée,f
dexaméthasone,f
dextérité,f
dextrose,m
dharma,m
dhole,m
diablesse,f
diablotin,m
diabolique,m
diabolisme,m
diabolo,m
diacétylmorphine,f
diaclase,f
diaconesse,f
diaconie,f
diagnose,f
diagnostic,m
diagnostiqueur,m
diagonale,f
diagramme,m
dialecte,m
dialecticien,m
dialecticienne,f
dialectique,f
dialogue,m
diamant,m
diamine,f
diamorphine,f
diane,f
diantre,m
diapason,m
diaphragme,m
diaporama,m
diapositive,f
diaprure,f
diarrhée,f
diaspora,f
diastole,f
diatomée,f
diatribe,f
dicastère,m
dichotomie,f
dichroïsme,m
dico,m
dictame,m
dictat,m
dictatrice,f
dictée,f
diction,f
dictionnaire,m
dicton,m
didactique,f
dièdre,m
dieffenbachia,f
diem,m
diérèse,f
dièse,m
diesel,m
diététicien,m
diététicienne,f
diététique,f
dieu-roi,m
dieu,m
diffamateur,m
diffamation,f
diffamatrice,f
différé,m
différence,f
différenciation,f
différend,m
différentiel,m
difformité,f
diffraction,f
diffuseur,m
diffusion,f
digestif,m
digestion,f
digicode,m
digit,m
digitale,f
digitaline,f
digitaliseur,m
dignité,f
digression,f
digue,f
dilapidation,f
dilatateur,m
dilatation,f
dilation,f
dilection,f
dilettantisme,m
diligence,f
diluant,m
dilution,f
dimanche,m
dîme,f
dimension,f
dimensionnement,m
diminutif,m
diminution,f
dinamitero,m
dinanderie,f
dinde,f
dindon,m
dindonneau,m
dînette,f
dîneur,m
dîneuse,f
dinguerie,f
dinosaure,m
diocèse,m
diode,f
diodon,m
dionée,f
dioptre,m
dioptrie,f
diorama,m
diorite,f
dioxine,f
dioxyde,m
diphényle,m
diphtérie,f
diphtongue,f
diplodocus,m
diplomatie,f
diplômé,m
diplopie,f
dipneuste,m
dipôle,m
dipsomanie,f
diptyque,m
dire,m
directeur-adjoint,m
directeur,m
direction,f
directive,f
directoire,m
directorat,m
directrice,f
dirham,m
dirigeable,m
dirigeant,m
dirigeante,f
dirlo,m
disc-jockey,m
discipline,f
discographie,f
discontinuité,f
discothèque,f
discount,m
discoureur,m
discours,m
discrédit,m
discrétion,f
discrimination,f
disculpation,f
discutaillerie,f
discutailleur,m
diseuse,f
disfonctionnement,m
disgrâce,f
disharmonie,f
disjoncteur,m
disjonction,f
dislocation,f
disparité,f
disparition,f
disparue,f
dispatching,m
dispensaire,m
dispensation,f
dispensatrice,f
dispense,f
dispersement,m
disponibilité,f
disposant,m
dispositif,m
disposition,f
disproportion,f
dispute,f
disputeur,m
disqualification,f
disque-jockey,m
disque,m
disruption,f
dissection,f
dissemblance,f
dissémination,f
dissension,f
dissentiment,m
disséqueur,m
dissertation,f
dissidence,f
dissident,m
dissidente,f
dissipateur,m
dissipation,f
dissociation,f
dissolution,f
dissonance,f
dissymétrie,f
distance,f
distanciation,f
distension,f
distillat,m
distillateur,m
distillation,f
